id,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Cient Type 
7990,YP53257,Oregon,10179.72,Yes,Premium,Bachelor,1/5/11,Retired,F,14290,Suburban,Married,271,20,40,0,1,Personal Auto,Personal L3,Offer1,Agent,1300.8,Luxury SUV,Medsize,0
7991,VP84987,California,17497.52,Yes,Basic,College,2/28/11,Unemployed,M,0,Suburban,Divorced,73,9,94,0,2,Personal Auto,Personal L3,Offer1,Agent,350.4,Two-Door Car,Medsize,1
7992,LK57934,Nevada,10569.63,No,Extended,Bachelor,2/1/11,Employed,M,45776,Rural,Married,89,2,17,0,2,Personal Auto,Personal L2,Offer1,Agent,95.95,Four-Door Car,Medsize,2
7993,AV49798,Arizona,7842.87,No,Extended,College,2/4/11,Employed,M,94263,Rural,Married,98,33,78,0,3,Personal Auto,Personal L1,Offer2,Branch,112.42,Four-Door Car,Medsize,3
7994,RD73104,Washington,7942.45,No,Premium,High School or Below,2/8/11,Disabled,F,12181,Suburban,Divorced,108,10,19,0,4,Personal Auto,Personal L1,Offer2,Web,591.51,Four-Door Car,Medsize,1
7995,IZ17303,California,17002.02,No,Extended,Bachelor,1/12/11,Employed,M,97268,Rural,Married,85,23,88,0,2,Personal Auto,Personal L3,Offer1,Agent,35.28,Four-Door Car,Medsize,2
7996,PK79296,California,2602.21,No,Basic,College,2/1/11,Disabled,F,28995,Suburban,Married,67,28,42,0,1,Personal Auto,Personal L3,Offer2,Branch,321.6,Four-Door Car,Medsize,3
7997,VA82895,Oregon,4112.84,No,Basic,High School or Below,2/21/11,Disabled,F,25030,Suburban,Married,113,16,97,4,1,Personal Auto,Personal L3,Offer2,Branch,542.4,Sports Car,Medsize,1
7998,WC66749,Oregon,5213.07,No,Basic,College,1/16/11,Disabled,F,12613,Suburban,Divorced,70,6,81,0,3,Personal Auto,Personal L3,Offer1,Call Center,336.0,Four-Door Car,Small,1
7999,JO68735,California,2292.79,No,Basic,Bachelor,2/6/11,Unemployed,F,0,Suburban,Single,64,18,30,0,1,Personal Auto,Personal L3,Offer1,Branch,460.8,Two-Door Car,Medsize,1
8000,JA55700,California,3933.81,Yes,Basic,High School or Below,1/23/11,Employed,M,25927,Suburban,Single,103,6,20,0,1,Personal Auto,Personal L3,Offer2,Web,674.97,SUV,Medsize,3
8001,IX97339,Arizona,9234.28,No,Extended,College,2/24/11,Unemployed,F,0,Suburban,Single,134,29,43,0,6,Corporate Auto,Corporate L3,Offer1,Branch,643.2,SUV,Medsize,1
8002,DH93540,Oregon,4650.06,Yes,Basic,College,1/10/11,Retired,M,28215,Suburban,Single,65,15,26,0,3,Personal Auto,Personal L3,Offer1,Agent,468.0,Two-Door Car,Medsize,1
8003,KV56995,Nevada,3954.34,Yes,Basic,Bachelor,2/25/11,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Personal L2,Offer1,Branch,535.08,Sports Car,Large,1
8004,PA15141,California,6953.95,No,Extended,High School or Below,2/27/11,Employed,F,43221,Urban,Married,87,33,51,0,7,Special Auto,Special L2,Offer1,Branch,398.74,Four-Door Car,Large,2
8005,FC48492,California,2876.78,No,Extended,Bachelor,2/19/11,Unemployed,M,0,Suburban,Single,84,4,29,0,1,Personal Auto,Personal L1,Offer3,Branch,849.01,Four-Door Car,Medsize,1
8006,ZJ29643,Washington,6265.34,Yes,Extended,Doctor,1/13/11,Unemployed,F,0,Suburban,Married,84,18,25,1,4,Personal Auto,Personal L3,Offer1,Agent,481.03,Four-Door Car,Medsize,1
8007,EC22495,Oregon,3145.46,No,Extended,High School or Below,2/7/11,Employed,M,52082,Suburban,Married,79,2,47,0,1,Personal Auto,Personal L3,Offer4,Branch,379.2,Four-Door Car,Small,3
8008,RO87000,California,2688.88,No,Basic,High School or Below,2/16/11,Employed,M,50719,Suburban,Single,68,10,28,0,1,Personal Auto,Personal L3,Offer2,Call Center,394.25,Four-Door Car,Medsize,3
8009,YU35148,Washington,4749.13,No,Extended,Bachelor,1/10/11,Unemployed,F,0,Suburban,Married,123,33,35,0,1,Personal Auto,Personal L2,Offer3,Call Center,590.4,SUV,Medsize,1
8010,BW51534,California,8364.5,No,Basic,High School or Below,1/16/11,Unemployed,F,0,Suburban,Married,110,7,40,0,5,Corporate Auto,Corporate L2,Offer1,Branch,528.0,SUV,Small,1
8011,ER50891,California,3450.33,No,Extended,High School or Below,1/7/11,Employed,M,39248,Urban,Married,87,27,22,0,1,Personal Auto,Personal L1,Offer4,Agent,386.77,Four-Door Car,Medsize,3
8012,LM63497,Oregon,2935.84,No,Extended,College,2/6/11,Unemployed,F,0,Suburban,Single,82,11,35,0,1,Personal Auto,Personal L3,Offer1,Web,590.4,Four-Door Car,Medsize,1
8013,DE71115,Washington,2772.5,No,Basic,High School or Below,1/15/11,Employed,M,68463,Suburban,Married,70,19,67,1,1,Personal Auto,Personal L1,Offer2,Call Center,336.0,Four-Door Car,Medsize,3
8014,AX71238,California,3963.4,No,Extended,High School or Below,2/12/11,Employed,M,38096,Suburban,Divorced,99,3,28,0,1,Personal Auto,Personal L1,Offer1,Agent,475.2,Two-Door Car,Medsize,2
8015,IZ50034,Washington,8062.55,No,Basic,College,2/14/11,Employed,M,42124,Suburban,Married,101,3,78,0,6,Personal Auto,Personal L2,Offer4,Branch,484.8,SUV,Medsize,3
8016,AR75105,California,7805.31,Yes,Basic,College,1/27/11,Retired,F,21073,Suburban,Divorced,106,25,54,1,3,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Small,1
8017,LX77880,Oregon,4855.77,No,Basic,Bachelor,2/7/11,Employed,F,24149,Suburban,Married,61,15,10,0,3,Personal Auto,Personal L1,Offer1,Agent,292.8,Four-Door Car,Small,2
8018,PQ72803,Washington,2886.45,Yes,Extended,High School or Below,1/20/11,Retired,F,10312,Suburban,Married,78,10,63,0,1,Personal Auto,Personal L3,Offer2,Agent,486.28,Four-Door Car,Large,1
8019,PV99529,Arizona,2724.43,No,Extended,Bachelor,1/7/11,Unemployed,M,0,Suburban,Divorced,77,15,31,0,1,Personal Auto,Personal L1,Offer1,Branch,404.82,Two-Door Car,Medsize,1
8020,UW10841,California,9976.25,No,Basic,Bachelor,2/21/11,Employed,M,74115,Urban,Married,63,24,24,0,2,Personal Auto,Personal L2,Offer2,Branch,275.35,Four-Door Car,Medsize,3
8021,UO93347,California,3755.26,No,Extended,High School or Below,2/24/11,Employed,M,34624,Urban,Married,95,28,66,0,1,Personal Auto,Personal L3,Offer2,Call Center,270.37,Four-Door Car,Medsize,3
8022,WK46492,Arizona,9642.21,No,Extended,Bachelor,2/22/11,Employed,F,36108,Suburban,Divorced,128,5,35,2,9,Personal Auto,Personal L2,Offer3,Agent,614.4,SUV,Large,2
8023,DO70918,Nevada,4574.0,No,Extended,High School or Below,1/5/11,Unemployed,F,0,Suburban,Single,127,22,53,0,1,Special Auto,Special L2,Offer1,Agent,914.4,Sports Car,Small,1
8024,KG71396,Nevada,4017.06,No,Premium,High School or Below,1/29/11,Unemployed,M,0,Suburban,Single,118,23,54,0,1,Corporate Auto,Corporate L3,Offer1,Agent,959.85,Two-Door Car,Medsize,1
8025,MI16758,Nevada,12052.89,No,Basic,High School or Below,1/13/11,Employed,F,43184,Urban,Divorced,102,6,81,0,2,Personal Auto,Personal L3,Offer1,Web,376.84,SUV,Small,2
8026,AT98182,California,2525.42,No,Basic,Doctor,1/18/11,Unemployed,F,0,Rural,Married,67,9,37,0,1,Corporate Auto,Corporate L3,Offer4,Agent,146.3,Four-Door Car,Large,3
8027,GP67583,Arizona,8207.78,No,Premium,College,1/12/11,Employed,M,35349,Suburban,Married,102,7,2,0,4,Personal Auto,Personal L3,Offer1,Web,489.6,Four-Door Car,Medsize,2
8028,DY73849,California,4569.88,No,Extended,Bachelor,1/25/11,Unemployed,F,0,Rural,Married,124,32,75,0,1,Personal Auto,Personal L1,Offer2,Call Center,250.72,SUV,Large,1
8029,UR42360,California,16979.8,Yes,Basic,Bachelor,1/17/11,Employed,M,35095,Suburban,Divorced,73,25,56,0,2,Personal Auto,Personal L1,Offer2,Call Center,525.6,Two-Door Car,Small,3
8030,IK74329,Arizona,18061.92,No,Basic,High School or Below,1/5/11,Medical Leave,F,13164,Rural,Single,70,0,45,0,2,Personal Auto,Personal L3,Offer1,Agent,75.39,Two-Door Car,Medsize,2
8031,WJ20394,Nevada,5191.05,No,Premium,High School or Below,2/14/11,Unemployed,M,0,Suburban,Married,141,7,32,0,1,Corporate Auto,Corporate L2,Offer4,Web,676.8,SUV,Medsize,1
8032,PF26758,Oregon,6271.32,No,Extended,College,1/14/11,Employed,F,94880,Urban,Single,79,18,73,3,3,Special Auto,Special L2,Offer1,Agent,347.6,Four-Door Car,Medsize,2
8033,DK81475,Nevada,4619.45,No,Basic,College,1/3/11,Employed,M,95301,Suburban,Married,114,34,43,0,1,Personal Auto,Personal L1,Offer3,Call Center,547.2,SUV,Large,3
8034,DK93464,Nevada,8571.48,No,Premium,Bachelor,1/23/11,Employed,F,56202,Urban,Married,107,19,33,0,8,Personal Auto,Personal L1,Offer2,Agent,513.51,Two-Door Car,Medsize,3
8035,XS76166,Oregon,3245.48,No,Extended,College,1/17/11,Employed,F,35592,Suburban,Married,82,34,38,0,1,Personal Auto,Personal L3,Offer4,Call Center,496.81,Two-Door Car,Small,3
8036,TZ76531,California,12489.21,No,Premium,High School or Below,2/3/11,Unemployed,M,0,Suburban,Married,113,4,13,0,2,Personal Auto,Personal L3,Offer3,Call Center,542.4,Four-Door Car,Medsize,1
8037,RC22595,Arizona,3799.75,No,Premium,College,1/11/11,Unemployed,F,0,Suburban,Married,102,1,99,0,1,Personal Auto,Personal L3,Offer1,Branch,489.6,Four-Door Car,Large,1
8038,IA90990,California,10004.75,No,Extended,High School or Below,1/27/11,Unemployed,F,0,Suburban,Single,89,6,55,0,2,Corporate Auto,Corporate L3,Offer2,Branch,640.8,Two-Door Car,Medsize,1
8039,QQ69088,Washington,5577.67,No,Basic,Doctor,1/17/11,Disabled,M,11097,Suburban,Married,73,26,50,0,4,Corporate Auto,Corporate L3,Offer3,Web,350.4,Two-Door Car,Small,1
8040,ED59130,Arizona,16705.1,No,Extended,Bachelor,1/19/11,Employed,M,74900,Suburban,Married,208,31,63,0,6,Personal Auto,Personal L1,Offer3,Call Center,998.4,Luxury SUV,Medsize,0
8041,SC90717,California,31864.86,No,Extended,Doctor,2/8/11,Employed,M,23576,Urban,Married,89,8,72,0,2,Personal Auto,Personal L3,Offer2,Web,383.51,Four-Door Car,Medsize,3
8042,PP36346,Nevada,3708.81,No,Extended,High School or Below,1/27/11,Disabled,F,23393,Suburban,Married,95,26,37,0,1,Corporate Auto,Corporate L1,Offer2,Branch,456.0,Four-Door Car,Medsize,3
8043,JU75786,Oregon,7203.13,No,Extended,Master,1/10/11,Unemployed,F,0,Rural,Married,95,3,29,0,9,Personal Auto,Personal L2,Offer1,Agent,149.84,Two-Door Car,Medsize,1
8044,TU68427,Arizona,2649.66,No,Basic,High School or Below,2/3/11,Unemployed,F,0,Suburban,Single,73,3,93,0,1,Personal Auto,Personal L3,Offer2,Web,350.4,Two-Door Car,Medsize,1
8045,YD28431,California,6991.61,No,Extended,Master,2/9/11,Employed,F,66346,Rural,Married,87,15,7,1,4,Personal Auto,Personal L1,Offer4,Agent,78.18,Four-Door Car,Large,3
8046,MY56715,Oregon,3380.71,No,Extended,Bachelor,2/27/11,Employed,M,58109,Suburban,Divorced,86,9,6,0,1,Corporate Auto,Corporate L3,Offer2,Branch,412.8,Two-Door Car,Medsize,3
8047,NF60680,Arizona,20096.89,Yes,Basic,High School or Below,1/1/11,Employed,F,92766,Suburban,Married,71,17,15,0,2,Personal Auto,Personal L2,Offer2,Agent,379.03,Two-Door Car,Large,3
8048,BD70337,California,24706.92,No,Basic,High School or Below,1/7/11,Medical Leave,M,26307,Urban,Married,73,26,1,0,2,Personal Auto,Personal L2,Offer4,Call Center,313.19,Four-Door Car,Medsize,3
8049,DM77491,Oregon,7416.47,No,Basic,Bachelor,1/16/11,Unemployed,M,0,Urban,Married,69,6,52,0,2,Personal Auto,Personal L1,Offer3,Call Center,238.06,Four-Door Car,Medsize,1
8050,EV57176,California,5605.38,No,Basic,High School or Below,1/21/11,Employed,F,21171,Suburban,Divorced,72,2,40,0,3,Corporate Auto,Corporate L3,Offer4,Call Center,345.6,Four-Door Car,Large,3
8051,CQ76876,California,13749.37,No,Premium,College,1/9/11,Employed,F,82753,Rural,Married,114,3,42,0,2,Personal Auto,Personal L1,Offer1,Web,264.67,Four-Door Car,Medsize,2
8052,QI89498,Oregon,2203.59,No,Basic,College,1/14/11,Unemployed,F,0,Suburban,Single,64,8,12,0,1,Personal Auto,Personal L3,Offer2,Agent,757.21,Four-Door Car,Small,1
8053,BH43020,California,3369.71,No,Extended,Bachelor,1/10/11,Employed,M,39754,Rural,Married,85,2,35,0,1,Personal Auto,Personal L2,Offer2,Agent,62.28,Four-Door Car,Medsize,3
8054,EC66666,Arizona,7296.49,No,Basic,College,1/1/11,Unemployed,F,0,Suburban,Divorced,67,29,88,0,2,Personal Auto,Personal L1,Offer1,Web,321.6,Two-Door Car,Medsize,1
8055,EO74797,Arizona,7840.65,No,Extended,Bachelor,1/24/11,Unemployed,F,0,Suburban,Single,76,17,34,1,2,Personal Auto,Personal L2,Offer2,Agent,364.8,Four-Door Car,Large,1
8056,IA30254,Nevada,14837.5,No,Basic,High School or Below,2/4/11,Unemployed,M,0,Suburban,Single,70,18,46,0,2,Corporate Auto,Corporate L1,Offer1,Agent,712.62,Four-Door Car,Medsize,1
8057,KC79907,Arizona,7441.0,No,Basic,College,2/12/11,Employed,F,91915,Rural,Divorced,186,0,91,0,1,Personal Auto,Personal L3,Offer1,Call Center,93.57,Luxury Car,Medsize,2
8058,XW34862,Nevada,11981.98,Yes,Basic,Master,1/20/11,Retired,F,21514,Urban,Married,62,0,59,0,2,Special Auto,Special L3,Offer1,Agent,257.25,Two-Door Car,Medsize,2
8059,RI76930,California,4163.04,No,Basic,College,2/12/11,Employed,F,43276,Suburban,Married,104,16,11,0,1,Personal Auto,Personal L3,Offer2,Call Center,499.2,SUV,Large,3
8060,XZ40716,California,8054.98,No,Premium,High School or Below,1/18/11,Employed,F,75531,Suburban,Single,102,2,13,0,4,Personal Auto,Personal L3,Offer1,Web,489.6,Four-Door Car,Medsize,2
8061,ZC75052,California,22658.54,Yes,Basic,Bachelor,1/25/11,Retired,M,23665,Suburban,Married,67,19,50,0,2,Personal Auto,Personal L3,Offer1,Branch,404.82,Four-Door Car,Medsize,1
8062,DH51686,Arizona,4048.72,No,Premium,Bachelor,2/20/11,Unemployed,F,0,Suburban,Single,118,9,26,0,1,Personal Auto,Personal L2,Offer1,Web,566.4,Four-Door Car,Small,1
8063,HJ89045,California,10288.92,No,Extended,Bachelor,1/15/11,Employed,F,96337,Suburban,Married,127,19,12,0,3,Personal Auto,Personal L2,Offer3,Branch,609.6,SUV,Medsize,2
8064,DJ34695,California,21920.81,No,Basic,High School or Below,1/27/11,Employed,M,60180,Suburban,Married,183,14,70,0,2,Corporate Auto,Corporate L3,Offer4,Branch,988.53,Luxury Car,Medsize,0
8065,KR89806,Oregon,16468.22,Yes,Basic,High School or Below,1/27/11,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Personal Auto,Personal L1,Offer2,Agent,685.13,Four-Door Car,Medsize,1
8066,OX62816,Washington,5167.36,No,Basic,Master,1/23/11,Employed,M,30376,Suburban,Single,66,26,16,0,6,Personal Auto,Personal L1,Offer1,Web,316.8,Four-Door Car,Small,2
8067,WM36886,California,5757.44,Yes,Basic,Master,1/31/11,Employed,M,88997,Rural,Divorced,72,9,71,0,3,Corporate Auto,Corporate L2,Offer2,Branch,174.04,Four-Door Car,Small,3
8068,BE92692,Oregon,2487.78,No,Basic,Bachelor,2/21/11,Employed,M,69236,Rural,Married,63,31,83,1,1,Personal Auto,Personal L2,Offer3,Branch,110.87,Four-Door Car,Medsize,2
8069,JV79596,Oregon,14594.45,No,Basic,Bachelor,1/1/11,Disabled,F,27627,Suburban,Married,63,10,43,0,2,Special Auto,Special L2,Offer3,Call Center,453.6,Two-Door Car,Small,1
8070,KA49711,Nevada,5320.34,No,Basic,Bachelor,2/12/11,Employed,M,77524,Rural,Married,68,12,95,3,6,Corporate Auto,Corporate L2,Offer3,Call Center,64.8,Four-Door Car,Small,2
8071,YI68606,Oregon,2442.2,No,Basic,High School or Below,2/12/11,Employed,F,75449,Rural,Divorced,61,3,31,0,1,Corporate Auto,Corporate L3,Offer3,Agent,130.78,Two-Door Car,Medsize,3
8072,AU11344,Oregon,5142.39,No,Extended,Bachelor,1/15/11,Employed,F,35666,Rural,Divorced,131,12,76,0,1,Personal Auto,Personal L2,Offer2,Call Center,312.11,SUV,Small,3
8073,BG42047,Nevada,2511.94,No,Basic,College,1/15/11,Medical Leave,M,17658,Suburban,Married,65,10,44,0,1,Personal Auto,Personal L3,Offer3,Web,312.0,Four-Door Car,Large,1
8074,CF73234,Oregon,2629.32,No,Basic,High School or Below,1/19/11,Unemployed,M,0,Suburban,Married,71,0,44,0,1,Corporate Auto,Corporate L1,Offer2,Branch,340.8,Four-Door Car,Large,1
8075,VE85103,Nevada,2449.13,No,Basic,College,1/8/11,Medical Leave,M,20567,Suburban,Married,72,24,76,4,1,Personal Auto,Personal L2,Offer4,Agent,345.6,Four-Door Car,Large,3
8076,LN99977,California,4062.0,No,Basic,College,1/27/11,Employed,F,30061,Suburban,Single,104,4,22,0,1,Special Auto,Special L2,Offer1,Web,499.2,Sports Car,Large,1
8077,CR56473,Nevada,5252.51,No,Basic,High School or Below,1/22/11,Unemployed,M,0,Suburban,Single,74,32,62,0,3,Corporate Auto,Corporate L3,Offer1,Agent,532.8,Four-Door Car,Medsize,1
8078,YP32443,Oregon,4372.19,No,Basic,Bachelor,1/23/11,Medical Leave,M,20354,Suburban,Married,116,23,0,0,1,Personal Auto,Personal L1,Offer3,Agent,556.8,SUV,Medsize,1
8079,MQ46375,Oregon,15320.22,No,Basic,Bachelor,1/2/11,Employed,M,36637,Suburban,Married,192,28,52,0,3,Corporate Auto,Corporate L2,Offer4,Branch,921.6,Luxury Car,Medsize,0
8080,VU30980,California,9657.58,Yes,Extended,High School or Below,1/31/11,Unemployed,M,0,Suburban,Married,131,34,61,0,9,Personal Auto,Personal L2,Offer1,Agent,628.8,SUV,Medsize,1
8081,JX50349,Oregon,2472.47,Yes,Basic,College,1/20/11,Employed,F,63860,Urban,Married,62,26,81,0,1,Personal Auto,Personal L1,Offer2,Agent,208.6,Four-Door Car,Medsize,3
8082,DH34004,California,6191.4,No,Basic,College,2/6/11,Unemployed,M,0,Suburban,Married,199,4,29,3,1,Personal Auto,Personal L3,Offer2,Web,955.2,Luxury Car,Medsize,0
8083,DU66880,Arizona,13583.62,No,Premium,High School or Below,1/5/11,Employed,M,58544,Suburban,Married,114,19,48,0,2,Personal Auto,Personal L2,Offer1,Agent,769.79,Four-Door Car,Medsize,2
8084,QH87479,Oregon,27528.31,No,Extended,High School or Below,1/6/11,Employed,F,54586,Rural,Married,76,1,91,0,2,Personal Auto,Personal L2,Offer3,Branch,122.59,Two-Door Car,Large,2
8085,MF87270,California,2952.58,No,Basic,High School or Below,2/15/11,Employed,F,57248,Suburban,Married,74,31,17,0,1,Personal Auto,Personal L3,Offer2,Call Center,355.2,Four-Door Car,Small,3
8086,PX99904,California,4949.39,No,Extended,Bachelor,2/6/11,Unemployed,F,0,Suburban,Single,134,15,3,0,1,Corporate Auto,Corporate L1,Offer2,Branch,964.8,Sports Car,Small,1
8087,TD43065,California,8209.92,No,Basic,Bachelor,1/30/11,Employed,M,66037,Rural,Married,69,2,83,0,2,Personal Auto,Personal L3,Offer4,Branch,69.0,Four-Door Car,Medsize,3
8088,DU39756,Nevada,4170.69,Yes,Basic,Master,1/17/11,Employed,F,29462,Suburban,Single,107,28,23,1,1,Corporate Auto,Corporate L2,Offer2,Branch,513.6,SUV,Large,3
8089,GY65868,California,20600.24,No,Extended,Bachelor,2/18/11,Employed,M,64541,Urban,Married,86,16,43,0,2,Personal Auto,Personal L3,Offer3,Agent,256.28,Four-Door Car,Small,2
8090,NG15645,California,2858.09,No,Basic,Master,1/11/11,Employed,F,27382,Rural,Married,71,33,35,0,1,Personal Auto,Personal L2,Offer2,Web,134.1,Four-Door Car,Medsize,3
8091,HH69970,California,6282.08,No,Extended,Bachelor,1/5/11,Employed,F,32311,Urban,Married,79,10,23,0,3,Corporate Auto,Corporate L3,Offer1,Agent,207.29,Four-Door Car,Large,2
8092,YJ57293,California,2776.84,No,Extended,College,2/4/11,Medical Leave,M,23830,Suburban,Married,76,24,22,1,1,Corporate Auto,Corporate L3,Offer4,Web,364.8,Two-Door Car,Medsize,3
8093,BV22194,Arizona,14194.15,No,Basic,High School or Below,2/13/11,Employed,F,88178,Suburban,Married,70,32,78,0,2,Personal Auto,Personal L3,Offer2,Call Center,336.0,Two-Door Car,Medsize,3
8094,UH22701,Oregon,9726.55,No,Extended,Master,1/1/11,Employed,F,72236,Suburban,Married,80,2,29,0,2,Personal Auto,Personal L3,Offer2,Call Center,518.06,Four-Door Car,Medsize,3
8095,IA85970,California,8099.47,No,Basic,Bachelor,2/7/11,Unemployed,F,0,Urban,Divorced,112,19,42,0,6,Personal Auto,Personal L3,Offer1,Branch,438.81,SUV,Medsize,1
8096,TC18240,Oregon,5020.47,No,Basic,College,1/29/11,Employed,M,67890,Urban,Married,63,23,26,0,3,Personal Auto,Personal L3,Offer1,Agent,174.09,Four-Door Car,Medsize,2
8097,GE58317,Arizona,4834.71,Yes,Basic,College,1/31/11,Employed,F,38713,Suburban,Divorced,66,31,69,4,6,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,2
8098,GW42895,Oregon,17625.54,No,Basic,Bachelor,1/25/11,Employed,F,77803,Urban,Married,63,30,18,0,2,Personal Auto,Personal L3,Offer2,Agent,217.55,Four-Door Car,Medsize,3
8099,FH77504,California,11009.13,Yes,Premium,Bachelor,1/24/11,Employed,F,51643,Suburban,Single,283,16,43,0,1,Personal Auto,Personal L3,Offer2,Agent,1358.4,Luxury Car,Medsize,0
8100,XK87182,Oregon,4502.21,No,Premium,College,1/25/11,Employed,F,46402,Urban,Married,113,7,2,0,1,Personal Auto,Personal L3,Offer1,Agent,476.39,Four-Door Car,Medsize,2
8101,HB17438,Washington,10570.79,No,Extended,Bachelor,2/21/11,Employed,M,92044,Urban,Married,132,7,77,0,3,Personal Auto,Personal L1,Offer4,Web,617.29,SUV,Medsize,3
8102,DH18269,Arizona,10614.64,No,Extended,College,1/13/11,Medical Leave,M,16040,Suburban,Divorced,96,29,93,0,2,Personal Auto,Personal L3,Offer1,Branch,611.48,Two-Door Car,Medsize,1
8103,DP19820,Oregon,11436.43,No,Extended,College,1/15/11,Unemployed,M,0,Suburban,Single,135,12,84,4,2,Personal Auto,Personal L2,Offer2,Branch,980.53,SUV,Small,0
8104,IK64989,Washington,4458.11,Yes,Basic,Bachelor,1/2/11,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L2,Offer1,Agent,312.0,Four-Door Car,Medsize,1
8105,MP85571,Arizona,5558.31,No,Premium,Bachelor,2/20/11,Unemployed,F,0,Suburban,Single,188,5,61,4,1,Personal Auto,Personal L2,Offer3,Agent,2156.01,SUV,Medsize,0
8106,VO29645,Oregon,5169.5,Yes,Basic,High School or Below,2/26/11,Medical Leave,M,12430,Suburban,Single,73,22,13,0,4,Personal Auto,Personal L3,Offer2,Call Center,350.4,Four-Door Car,Medsize,1
8107,GP83239,California,7840.17,Yes,Extended,College,1/14/11,Employed,M,58414,Suburban,Single,210,7,24,2,1,Personal Auto,Personal L3,Offer2,Agent,1008.0,Luxury SUV,Small,0
8108,GQ21970,Nevada,24108.3,No,Basic,Bachelor,1/28/11,Disabled,F,17257,Suburban,Single,70,1,88,0,2,Personal Auto,Personal L2,Offer1,Call Center,551.13,Four-Door Car,Small,1
8109,HP40365,Oregon,5638.05,No,Basic,College,2/5/11,Employed,F,70492,Urban,Divorced,70,29,82,0,7,Personal Auto,Personal L2,Offer3,Web,328.36,Two-Door Car,Medsize,2
8110,UX87150,California,7680.15,No,Extended,College,1/1/11,Employed,M,68229,Suburban,Married,96,11,41,0,5,Corporate Auto,Corporate L2,Offer4,Branch,460.8,Four-Door Car,Medsize,3
8111,OZ30867,Oregon,8409.07,No,Basic,High School or Below,2/23/11,Employed,F,33397,Suburban,Married,106,31,15,0,5,Personal Auto,Personal L3,Offer4,Call Center,508.8,SUV,Medsize,3
8112,LC60153,California,12341.83,No,Basic,Bachelor,1/13/11,Employed,M,72503,Urban,Single,106,29,99,0,2,Personal Auto,Personal L2,Offer3,Agent,295.82,SUV,Large,2
8113,OX87524,California,2611.13,No,Basic,Master,2/20/11,Employed,F,90349,Suburban,Divorced,64,31,77,0,1,Personal Auto,Personal L3,Offer4,Branch,435.72,Four-Door Car,Medsize,3
8114,ZY78741,California,6081.48,No,Extended,High School or Below,2/25/11,Unemployed,M,0,Suburban,Single,87,24,23,0,7,Corporate Auto,Corporate L2,Offer2,Agent,626.4,Four-Door Car,Large,1
8115,DB79306,California,4416.35,No,Basic,College,1/4/11,Employed,M,25480,Urban,Married,117,26,49,3,1,Personal Auto,Personal L1,Offer4,Web,486.55,SUV,Small,3
8116,EM77767,Oregon,10932.21,No,Basic,College,2/19/11,Employed,F,72462,Urban,Married,68,8,70,0,2,Personal Auto,Personal L3,Offer2,Call Center,272.74,Two-Door Car,Medsize,3
8117,PH78214,Oregon,5427.17,No,Basic,College,2/11/11,Medical Leave,F,27677,Suburban,Married,72,10,82,1,3,Personal Auto,Personal L3,Offer2,Agent,345.6,Four-Door Car,Medsize,3
8118,LY17996,California,6190.32,No,Extended,High School or Below,1/26/11,Medical Leave,M,25743,Suburban,Married,79,13,63,0,8,Personal Auto,Personal L3,Offer4,Branch,596.25,Two-Door Car,Large,3
8119,XV76553,Oregon,4523.75,No,Basic,High School or Below,2/13/11,Employed,M,74935,Rural,Married,112,15,62,0,1,Corporate Auto,Corporate L3,Offer2,Branch,192.86,SUV,Medsize,3
8120,SD38003,California,2482.39,No,Basic,Bachelor,1/19/11,Unemployed,M,0,Suburban,Single,71,13,50,0,1,Personal Auto,Personal L2,Offer1,Call Center,511.2,Four-Door Car,Medsize,1
8121,QC30094,Oregon,6903.95,No,Extended,High School or Below,2/5/11,Medical Leave,F,15921,Suburban,Married,92,9,12,1,4,Corporate Auto,Corporate L2,Offer1,Call Center,571.55,Four-Door Car,Small,1
8122,KH92987,Arizona,21740.03,No,Extended,High School or Below,1/3/11,Employed,F,30095,Suburban,Married,136,0,94,0,2,Personal Auto,Personal L3,Offer1,Web,652.8,SUV,Medsize,0
8123,OB32671,Oregon,37939.49,No,Basic,High School or Below,1/31/11,Employed,F,20587,Urban,Married,106,14,21,0,2,Personal Auto,Personal L3,Offer3,Agent,363.78,SUV,Small,0
8124,CD26907,California,31215.69,No,Basic,Bachelor,1/6/11,Unemployed,M,0,Suburban,Single,117,9,12,0,2,Personal Auto,Personal L3,Offer2,Web,1227.82,Sports Car,Medsize,0
8125,YY46839,Washington,8482.46,No,Premium,High School or Below,1/30/11,Employed,F,29628,Suburban,Married,106,29,45,0,9,Corporate Auto,Corporate L2,Offer1,Agent,763.2,Two-Door Car,Medsize,2
