Customer,State,Customer Lifetime Value,Coverage,Effective To Date,Employment Status,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Renew Offer Type,Total Claim Amount,Vehicle Class,Client Type,Response_No,Response_Yes,Education_Bachelor,Education_College,Education_Doctor,Education_High School or Below,Education_Master,Gender_F,Gender_M,Location Code_Rural,Location Code_Suburban,Location Code_Urban,Marital Status_Divorced,Marital Status_Married,Marital Status_Single,Policy_Corporate L1,Policy_Corporate L2,Policy_Corporate L3,Policy_Personal L1,Policy_Personal L2,Policy_Personal L3,Policy_Special L1,Policy_Special L2,Policy_Special L3,Sales Channel_Agent,Sales Channel_Branch,Sales Channel_Call Center,Sales Channel_Web,Vehicle Size_Large,Vehicle Size_Medsize,Vehicle Size_Small,vehicle_class_map,coverage_map,policy_map,renew_offer_type_map,employment_status_map
UV86903,California,4463.0,Basic,2011-01-30,Unemployed,0,73,35,52,3,5,Personal Auto,Offer1,350.4,Two-Door Car,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,2.0,2
QR21417,California,4463.0,Basic,2011-01-30,Unemployed,0,73,35,52,3,5,Corporate Auto,Offer1,350.4,Two-Door Car,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,2.0,2
HX55735,Nevada,4463.0,Basic,2011-01-30,Unemployed,0,73,35,52,3,5,Personal Auto,Offer1,350.4,Two-Door Car,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,2.0,2
SK12752,California,4463.0,Basic,2011-01-30,Unemployed,0,73,35,52,3,5,Corporate Auto,Offer1,350.4,Two-Door Car,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,2.0,2
VV82891,Washington,4463.0,Basic,2011-01-30,Unemployed,0,73,35,52,3,5,Personal Auto,Offer1,350.4,Two-Door Car,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,2.0,2
IH17933,Washington,4462.45,Basic,2011-08-02,Employed,70088,112,0,33,0,1,Personal Auto,Offer2,536.48,SUV,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1,1,1.0,3
EV34073,California,4460.42,Basic,2011-01-15,Unemployed,0,65,24,45,1,4,Corporate Auto,Offer3,312.0,Four-Door Car,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1.5,2
CD86811,Arizona,4458.11,Basic,2011-02-01,Retired,17622,65,1,36,1,3,Personal Auto,Offer1,312.0,Four-Door Car,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2.0,1
TN79487,California,4458.11,Basic,2011-02-01,Retired,17622,65,1,36,1,3,Personal Auto,Offer1,312.0,Four-Door Car,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2.0,1
OB49075,Arizona,4458.11,Basic,2011-02-01,Retired,17622,65,1,36,1,3,Personal Auto,Offer1,312.0,Four-Door Car,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2.0,1
EM27919,California,4458.11,Basic,2011-02-01,Retired,17622,65,1,36,1,3,Personal Auto,Offer1,312.0,Four-Door Car,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2.0,1
PD66941,Arizona,4458.11,Basic,2011-02-01,Retired,17622,65,1,36,1,3,Personal Auto,Offer1,312.0,Four-Door Car,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2.0,1
IK64989,Washington,4458.11,Basic,2011-02-01,Retired,17622,65,1,36,1,3,Personal Auto,Offer1,312.0,Four-Door Car,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2.0,1
UO95739,Oregon,4457.94,Basic,2011-02-24,Employed,54704,113,6,75,0,1,Personal Auto,Offer1,468.18,SUV,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,2.0,3
NJ11986,Arizona,4456.02,Premium,2011-01-18,Employed,29550,114,16,70,1,1,Corporate Auto,Offer1,118.75,Two-Door Car,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,3,1,2.0,3
KX23516,California,4455.84,Extended,2011-02-20,Unemployed,0,121,16,64,0,1,Personal Auto,Offer4,699.62,SUV,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,1,1.0,2
XK49057,California,4455.52,Basic,2011-08-02,Employed,31196,62,26,57,4,9,Corporate Auto,Offer1,342.8,Two-Door Car,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,2,2.0,3
QJ22057,Nevada,4454.1,Basic,2011-02-22,Unemployed,0,68,5,72,1,3,Personal Auto,Offer1,326.4,Four-Door Car,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,1,2.0,2
VJ45879,California,4450.22,Premium,2011-01-28,Employed,26848,114,10,50,0,1,Personal Auto,Offer4,100.56,Two-Door Car,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,1,1.0,3
DB50188,California,4448.64,Basic,2011-02-20,Employed,23006,113,17,60,0,1,Personal Auto,Offer1,792.1,SUV,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
DY27031,California,4448.56,Basic,2011-01-28,Unemployed,0,70,27,24,3,3,Personal Auto,Offer1,432.84,Four-Door Car,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,2.0,2
HD32695,Arizona,4447.42,Premium,2011-02-14,Disabled,13128,118,11,21,0,1,Personal Auto,Offer4,771.88,Four-Door Car,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,3,1,1.0,2
HE12295,California,4446.74,Basic,2011-02-24,Unemployed,0,61,32,42,0,3,Personal Auto,Offer1,616.28,Four-Door Car,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2.0,2
SG81493,Arizona,4443.74,Premium,2011-01-01,Employed,46384,113,33,93,0,1,Corporate Auto,Offer2,251.77,Four-Door Car,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,3,2,1.0,3
IL32727,California,4443.63,Extended,2011-02-24,Unemployed,0,121,7,69,0,1,Personal Auto,Offer1,644.27,SUV,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,1,2.0,2
RT29777,Oregon,4439.9,Basic,2011-12-02,Employed,88613,111,5,59,0,1,Personal Auto,Offer1,359.37,SUV,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,1,1,2.0,3
JF19701,Arizona,4439.68,Basic,2011-01-26,Employed,75453,112,6,90,0,1,Special Auto,Offer2,163.95,SUV,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,1.0,3
RV82726,California,4437.84,Premium,2011-04-02,Employed,22768,112,16,69,0,1,Personal Auto,Offer4,537.6,Four-Door Car,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,1,1.0,3
VM21699,Oregon,4436.81,Basic,2011-05-02,Employed,77609,111,26,75,0,1,Corporate Auto,Offer2,62.94,Sports Car,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.0,3
LE65901,Oregon,4434.94,Basic,2011-02-20,Employed,58082,112,31,66,1,1,Personal Auto,Offer1,103.02,SUV,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
BW80872,Washington,4434.41,Premium,2011-01-13,Employed,34549,111,8,78,0,1,Personal Auto,Offer2,125.93,Four-Door Car,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,3,1,1.0,3
LN47910,Arizona,4434.03,Premium,2011-03-01,Employed,83220,110,9,42,0,1,Personal Auto,Offer3,528.0,Four-Door Car,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,1,1.5,3
SC66359,Arizona,4433.97,Basic,2011-02-21,Employed,50653,110,29,42,0,1,Corporate Auto,Offer4,262.87,SUV,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,1,1.0,3
VH94792,California,4433.69,Basic,2011-01-21,Unemployed,0,65,7,22,0,6,Special Auto,Offer2,312.0,Four-Door Car,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1,1.0,2
MR22119,Oregon,4430.57,Basic,2011-07-01,Employed,24059,112,31,17,0,1,Personal Auto,Offer4,537.6,SUV,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,1.0,3
XP96549,Oregon,4429.19,Basic,2011-02-19,Employed,20868,112,14,11,0,1,Personal Auto,Offer2,537.6,SUV,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1,1,1.0,3
XT55646,Arizona,4428.63,Basic,2011-02-02,Medical Leave,18263,117,1,18,0,1,Personal Auto,Offer1,758.33,SUV,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,1
GJ70481,Arizona,4428.04,Basic,2011-03-01,Unemployed,0,64,6,47,0,8,Personal Auto,Offer3,628.8,Four-Door Car,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1.5,2
UA94723,Oregon,4428.03,Basic,2011-01-29,Employed,58577,110,6,62,0,1,Personal Auto,Offer1,303.87,SUV,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
TW12556,Oregon,4428.03,Basic,2011-01-29,Employed,58577,110,6,62,0,1,Personal Auto,Offer1,303.87,SUV,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
AW36627,California,4428.03,Basic,2011-01-29,Employed,58577,110,6,62,0,1,Personal Auto,Offer1,303.87,SUV,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
UM28580,Oregon,4428.03,Basic,2011-01-29,Employed,58577,110,6,62,0,1,Personal Auto,Offer1,303.87,SUV,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
EI17753,Oregon,4428.03,Basic,2011-01-29,Employed,58577,110,6,62,0,1,Personal Auto,Offer1,303.87,SUV,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
CU84967,California,4428.03,Basic,2011-01-29,Employed,58577,110,6,62,0,1,Personal Auto,Offer1,303.87,SUV,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
VY58444,Nevada,4426.1,Basic,2011-01-19,Employed,29660,112,29,71,0,1,Personal Auto,Offer1,334.13,SUV,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,1,2.0,3
SI20178,California,4425.91,Basic,2011-02-21,Employed,80892,110,15,76,0,1,Personal Auto,Offer3,528.0,SUV,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.5,3
QV13947,Oregon,4425.75,Basic,2011-02-25,Employed,63597,114,10,31,2,1,Personal Auto,Offer2,183.98,SUV,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.0,3
EF99768,California,4424.58,Basic,2011-02-20,Employed,37800,112,0,77,0,1,Corporate Auto,Offer2,662.72,SUV,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1,2,1.0,3
QJ89807,Nevada,4423.69,Extended,2011-11-02,Unemployed,0,125,8,55,0,1,Personal Auto,Offer3,900.0,SUV,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,1,1.5,2
RV58659,Washington,4422.88,Basic,2011-01-20,Employed,21124,112,3,37,0,1,Corporate Auto,Offer4,733.32,SUV,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,1.0,3
OZ89964,California,4422.62,Basic,2011-01-30,Employed,35979,116,34,28,2,1,Personal Auto,Offer3,556.8,Sports Car,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,1,1,1.5,3
GB66110,California,4422.41,Basic,2011-02-13,Unemployed,0,62,10,97,0,3,Personal Auto,Offer1,722.43,Two-Door Car,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,1,2.0,2
NV11692,Nevada,4420.25,Basic,2011-01-28,Unemployed,0,68,0,93,3,5,Personal Auto,Offer2,546.42,Four-Door Car,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1.0,2
NE21279,California,4419.54,Basic,2011-01-28,Unemployed,0,112,16,12,0,1,Personal Auto,Offer1,537.6,SUV,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,2
QD97878,Nevada,4419.12,Premium,2011-02-21,Medical Leave,24046,116,27,47,0,1,Personal Auto,Offer4,556.8,Two-Door Car,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,1,1.0,1
DB79306,California,4416.35,Basic,2011-04-01,Employed,25480,117,26,49,3,1,Personal Auto,Offer4,486.55,SUV,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1,1,1.0,3
CM94425,Arizona,4416.21,Basic,2011-01-26,Employed,61953,113,5,63,0,1,Personal Auto,Offer3,497.05,SUV,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.5,3
LN87823,California,4414.58,Basic,2011-09-01,Unemployed,0,61,23,46,0,7,Personal Auto,Offer3,643.88,Four-Door Car,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,1.5,2
FQ33633,Nevada,4413.29,Basic,2011-03-01,Employed,37697,112,35,8,0,1,Personal Auto,Offer4,38.4,SUV,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,1,1.0,3
OG67387,California,4413.26,Basic,2011-12-02,Unemployed,0,65,19,33,0,3,Personal Auto,Offer2,312.0,Four-Door Car,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1.0,2
QY41319,Oregon,4411.66,Basic,2011-01-17,Unemployed,0,62,20,88,0,6,Personal Auto,Offer1,446.4,Two-Door Car,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,2.0,2
TK13024,Oregon,4408.07,Basic,2011-03-02,Employed,80640,111,2,84,0,1,Personal Auto,Offer2,313.27,SUV,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,1.0,3
QE73187,Oregon,4407.97,Basic,2011-01-02,Employed,66152,111,14,18,0,1,Corporate Auto,Offer2,532.8,SUV,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1,1,1.0,3
OZ37864,Oregon,4407.77,Basic,2011-01-21,Unemployed,0,62,18,34,0,3,Personal Auto,Offer1,114.1,Four-Door Car,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2.0,2
KU92052,California,4398.05,Basic,2011-02-19,Unemployed,0,62,6,62,0,3,Personal Auto,Offer1,382.07,Four-Door Car,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2.0,2
FN99437,California,4397.78,Basic,2011-02-25,Employed,91653,111,10,25,0,1,Corporate Auto,Offer2,343.98,SUV,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.0,3
